date,f1_name,f2_name,weight_class,no_of_rounds,m1_prob,m2a_prob,m2a_pick,pick_novig,gap,gap_size,gap_zone,gap_zone_label,gap_direction,closing_odds,m1_m2a_agree,vegas_agree,triple_agree,m2b_win_prob,m2b_confidence,pick_won,split,agreement_type,corner_swapped
2020-10-03,Jinh Yu Frey,Loma Lookboonmee,Women's Strawweight,3,23.08,23.08,Loma Lookboonmee,56.9,20.02,20.02,6,Max Value,1,-150.0,1,1,1,,,1,train,CONFIRM_FAV,1
2020-10-03,Germaine de Randamie,Julianna Pena,Women's Bantamweight,3,60.88,60.88,Germaine de Randamie,57.12,3.76,3.76,3,Watch,1,-150.0,1,1,1,,,1,train,CONFIRM_FAV,0
2020-10-10,Stephanie Egger,Tracy Cortez,Women's Bantamweight,3,27.049999999999997,27.049999999999997,Tracy Cortez,63.6,9.34,9.34,5,Strong Value,1,-205.0,1,1,1,,,1,train,CONFIRM_FAV,1
2020-10-17,Gillian Robertson,Poliana Botelho,Women's Flyweight,3,64.76,64.76,Gillian Robertson,64.74,0.02,0.02,0,Lock,1,-215.0,1,1,1,,,1,train,CONFIRM_FAV,0
2020-10-17,Katlyn Chookagian,Jessica Andrade,Women's Flyweight,3,26.96,26.96,Jessica Andrade,58.54,14.5,14.5,6,Max Value,1,-159.0,1,1,1,,,1,train,CONFIRM_FAV,0
2020-10-24,Liana Jojua,Miranda Maverick,Women's Flyweight,3,36.07,36.07,Miranda Maverick,75.96,-12.03,12.03,6,Max Value,-1,-400.0,1,1,1,,,1,train,NO_EDGE,0
2020-10-24,Lauren Murphy,Liliya Shakirova,Women's Flyweight,3,66.23,66.23,Lauren Murphy,64.82,1.41,1.41,1,Strong,1,-215.0,1,1,1,,,1,train,CONFIRM_FAV,0
2020-11-07,Claudia Gadelha,Yan Xiaonan,Women's Strawweight,3,35.69,35.69,Yan Xiaonan,57.76,6.54,6.54,4,Value,1,-155.0,1,1,1,,,1,train,CONFIRM_FAV,0
2020-11-14,Kanako Murata,Randa Markos,Women's Strawweight,3,61.3,61.3,Kanako Murata,62.96,-1.67,1.67,1,Strong,-1,-200.0,1,1,1,,,1,train,NO_EDGE,1
2020-11-14,Miranda Granger,Ashley Yoder,Women's Strawweight,3,49.5,49.5,Ashley Yoder,40.49,10.02,10.02,6,Max Value,1,135.0,1,0,0,,,1,train,CONFIRM_DOG,1
2020-11-14,Kay Hansen,Cory McKenna,Women's Strawweight,3,35.61,35.61,Cory McKenna,33.88,30.51,30.51,6,Max Value,1,180.0,1,0,0,,,1,train,CONFIRM_DOG,0
2020-11-21,Jennifer Maia,Valentina Shevchenko,Women's Flyweight,3,17.540000000000006,17.540000000000006,Valentina Shevchenko,89.96,-7.5,7.5,4,Value,-1,-1667.0,1,1,1,,,1,train,NO_EDGE,1
2020-11-21,Cynthia Calvillo,Katlyn Chookagian,Women's Flyweight,3,45.91,45.91,Katlyn Chookagian,31.11,22.98,22.98,6,Max Value,1,205.0,1,0,0,,,1,train,CONFIRM_DOG,1
2020-11-21,Antonina Shevchenko,Ariane Lipski,Women's Flyweight,3,63.11,63.11,Antonina Shevchenko,58.99,4.11,4.11,3,Watch,1,-167.0,1,1,1,,,1,train,CONFIRM_FAV,0
2020-11-28,Rachael Ostovich,Gina Mazany,Women's Flyweight,3,39.78,39.78,Gina Mazany,63.41,-3.19,3.19,3,Watch,-1,-200.0,1,1,1,,,1,train,NO_EDGE,1
2020-11-28,Ashlee Evans-Smith,Norma Dumont,Women's Bantamweight,3,26.71,26.71,Norma Dumont,45.17,28.12,28.12,6,Max Value,1,110.0,1,0,0,,,1,train,CONFIRM_DOG,0
2020-12-12,Tecia Torres,Sam Hughes,Women's Strawweight,3,63.61,63.61,Tecia Torres,81.63,-18.02,18.02,6,Max Value,-1,-550.0,1,1,1,,,1,train,NO_EDGE,0
2020-12-12,Mackenzie Dern,Virna Jandiroba,Women's Strawweight,3,53.41,53.41,Mackenzie Dern,59.63,-6.21,6.21,4,Value,-1,-160.0,1,1,1,,,1,train,NO_EDGE,0
2020-12-19,Taila Santos,Gillian Robertson,Women's Flyweight,3,65.68,65.68,Taila Santos,42.89,22.79,22.79,6,Max Value,1,125.0,1,0,0,,,1,train,CONFIRM_DOG,1
2020-12-19,Pannie Kianzad,Sijara Eubanks,Women's Bantamweight,3,49.59,49.59,Sijara Eubanks,56.2,-5.79,5.79,4,Value,-1,-140.0,1,1,1,,,0,train,NO_EDGE,1
2021-01-16,Sarah Moras,Vanessa Melo,Women's Bantamweight,3,49.83,49.83,Vanessa Melo,33.88,16.29,16.29,6,Max Value,1,180.0,1,0,0,,,1,train,CONFIRM_DOG,0
2021-01-16,Joselyne Edwards,Wu Yanan,Women's Bantamweight,3,59.66,59.66,Joselyne Edwards,50.0,9.66,9.66,5,Strong Value,1,-110.0,1,0,0,,,1,train,CONFIRM_DOG,1
2021-01-20,Victoria Leonardo,Manon Fiorot,Women's Flyweight,3,37.84,37.84,Manon Fiorot,64.82,-2.66,2.66,2,Lean,-1,-215.0,1,1,1,,,1,train,NO_EDGE,0
2021-01-20,Roxanne Modafferi,Viviane Araujo,Women's Flyweight,3,19.79,19.79,Viviane Araujo,73.49,6.72,6.72,4,Value,1,-335.0,1,1,1,,,1,train,CONFIRM_FAV,0
2021-01-23,Jessica Eye,Joanne Calderwood,Women's Flyweight,3,31.62,31.62,Joanne Calderwood,51.28,17.1,17.1,6,Max Value,1,-117.0,1,0,0,,,1,train,CONFIRM_DOG,0
2021-01-23,Sara McMann,Julianna Pena,Women's Bantamweight,3,45.57,45.57,Julianna Pena,46.32,8.1,8.1,5,Strong Value,1,105.0,1,0,0,,,1,train,CONFIRM_DOG,1
2021-01-23,Amanda Ribas,Marina Rodriguez,Women's Strawweight,3,56.54,56.54,Amanda Ribas,72.94,-16.4,16.4,6,Max Value,-1,-335.0,1,1,1,,,0,train,NO_EDGE,1
2021-02-06,Molly McCann,Lara Procopio,Women's Flyweight,3,53.9,53.9,Molly McCann,60.53,-6.63,6.63,4,Value,-1,-177.0,1,1,1,,,0,train,NO_EDGE,0
2021-02-13,Mallory Martin,Polyana Viana,Women's Strawweight,3,40.54,40.54,Polyana Viana,48.31,11.14,11.14,6,Max Value,1,100.0,1,0,0,,,1,train,CONFIRM_DOG,1
2021-02-13,Alexa Grasso,Maycee Barber,Women's Flyweight,3,37.57,37.57,Maycee Barber,50.0,12.43,12.43,6,Max Value,1,-107.0,1,1,1,,,0,train,CONFIRM_FAV,1
2021-02-20,Shana Dobson,Casey O'Neill,Women's Flyweight,3,17.32,17.32,Casey O'Neill,57.76,24.92,24.92,6,Max Value,1,-155.0,1,1,1,,,1,train,CONFIRM_FAV,0
2021-02-20,Ketlen Vieira,Yana Kunitskaya,Women's Bantamweight,3,48.57,48.57,Yana Kunitskaya,30.15,21.28,21.28,6,Max Value,1,215.0,1,0,0,,,1,train,CONFIRM_DOG,0
2021-02-27,Alexis Davis,Sabina Mazo,Women's Bantamweight,3,50.08,50.08,Alexis Davis,34.51,15.56,15.56,6,Max Value,1,178.0,1,0,0,,,1,train,CONFIRM_DOG,0
2021-03-06,Amanda Nunes,Megan Anderson,Women's Featherweight,5,83.89,83.89,Amanda Nunes,84.0,-0.11,0.11,0,Lock,-1,-700.0,1,1,1,,,1,train,NO_EDGE,0
2021-03-06,Amanda Lemos,Livinha Souza,Women's Strawweight,3,67.25999999999999,67.25999999999999,Amanda Lemos,67.92,-0.66,0.66,0,Lock,-1,-240.0,1,1,1,,,1,train,NO_EDGE,1
2021-03-13,Angela Hill,Ashley Yoder,Women's Strawweight,3,65.21,65.21,Angela Hill,73.96,-8.75,8.75,5,Strong Value,-1,-330.0,1,1,1,,,1,train,NO_EDGE,0
2021-03-13,Gloria de Paula,Jinh Yu Frey,Women's Strawweight,3,53.76,53.76,Gloria de Paula,64.29,-10.53,10.53,6,Max Value,-1,-200.0,1,1,1,,,0,train,NO_EDGE,0
2021-03-13,JJ Aldrich,Cortney Casey,Women's Flyweight,3,65.89,65.89,JJ Aldrich,56.57,9.31,9.31,5,Strong Value,1,-142.0,1,1,1,,,1,train,CONFIRM_FAV,1
2021-03-20,Marion Reneau,Macy Chiasson,Women's Bantamweight,3,27.66,27.66,Macy Chiasson,66.36,5.98,5.98,4,Value,1,-225.0,1,1,1,,,1,train,CONFIRM_FAV,0
2021-03-20,Cheyanne Buys,Montserrat Conejo,Women's Strawweight,3,43.54,43.54,Montserrat Conejo,30.2,26.26,26.26,6,Max Value,1,220.0,1,0,0,,,1,train,CONFIRM_DOG,0
2021-03-27,Gillian Robertson,Miranda Maverick,Women's Flyweight,3,46.49,46.49,Miranda Maverick,57.11,-3.6,3.6,3,Watch,-1,-145.0,1,1,1,,,1,train,NO_EDGE,0
2021-04-10,Nina Nunes,Mackenzie Dern,Women's Strawweight,3,48.79,48.79,Mackenzie Dern,47.83,3.38,3.38,3,Watch,1,100.0,1,0,0,,,1,train,CONFIRM_DOG,0
2021-04-17,Tracy Cortez,Justine Kish,Women's Flyweight,3,75.8,75.8,Tracy Cortez,73.62,2.17,2.17,2,Lean,1,-325.0,1,1,1,,,1,train,CONFIRM_FAV,0
2021-04-24,Jessica Andrade,Valentina Shevchenko,Women's Flyweight,5,35.67,35.67,Valentina Shevchenko,79.01,-14.68,14.68,6,Max Value,-1,-450.0,1,1,1,,,1,train,NO_EDGE,1
2021-04-24,Rose Namajunas,Zhang Weili,Women's Strawweight,5,61.23,61.23,Rose Namajunas,35.71,25.52,25.52,6,Max Value,1,170.0,1,0,0,,,1,train,CONFIRM_DOG,1
2021-04-24,Na Liang,Ariane Carnelossi,Women's Strawweight,3,51.83,51.83,Na Liang,34.51,17.32,17.32,6,Max Value,1,178.0,1,0,0,,,0,train,CONFIRM_DOG,0
2021-05-01,Loma Lookboonmee,Sam Hughes,Women's Strawweight,3,71.89,71.89,Loma Lookboonmee,77.84,-5.96,5.96,4,Value,-1,-420.0,1,1,1,,,1,train,NO_EDGE,0
2021-05-01,Poliana Botelho,Luana Carolina,Women's Flyweight,3,57.29,57.29,Poliana Botelho,68.41,-11.12,11.12,6,Max Value,-1,-245.0,1,1,1,,,0,train,NO_EDGE,0
2021-05-01,Randa Markos,Luana Pinheiro,Women's Strawweight,3,23.44,23.44,Luana Pinheiro,58.82,17.74,17.74,6,Max Value,1,-155.0,1,1,1,,,1,train,CONFIRM_FAV,0
2021-05-08,Marina Rodriguez,Michelle Waterson,Women's Flyweight,5,67.42,67.42,Marina Rodriguez,67.42,-0.0,0.0,0,Lock,-1,-235.0,1,1,1,,,1,train,NO_EDGE,0
2021-05-15,Katlyn Chookagian,Viviane Araujo,Women's Flyweight,3,63.89,63.89,Katlyn Chookagian,53.66,10.23,10.23,6,Max Value,1,-127.0,1,1,1,,,1,train,CONFIRM_FAV,0
2021-05-15,Gina Mazany,Priscila Cachoeira,Women's Flyweight,3,55.1,55.1,Gina Mazany,67.42,-12.32,12.32,6,Max Value,-1,-235.0,1,1,1,,,0,train,NO_EDGE,0
2021-05-15,Andrea Lee,Antonina Shevchenko,Women's Flyweight,3,59.65,59.65,Andrea Lee,47.83,11.83,11.83,6,Max Value,1,100.0,1,0,0,,,1,train,CONFIRM_DOG,0
2021-05-22,Yan Xiaonan,Carla Esparza,Women's Strawweight,3,38.91,38.91,Carla Esparza,44.36,16.73,16.73,6,Max Value,1,117.0,1,0,0,,,1,train,CONFIRM_DOG,0
2021-05-22,Felicia Spencer,Norma Dumont,Women's Featherweight,3,26.39,26.39,Norma Dumont,37.8,35.81,35.81,6,Max Value,1,157.0,1,0,0,,,1,train,CONFIRM_DOG,0
2021-06-05,Montana De La Rosa,Ariane Lipski,Women's Flyweight,3,67.62,67.62,Montana De La Rosa,61.11,6.51,6.51,4,Value,1,-114.0,1,1,1,,,1,train,CONFIRM_FAV,0
2021-06-05,Tabatha Ricci,Manon Fiorot,Women's Flyweight,3,26.189999999999998,26.189999999999998,Manon Fiorot,74.73,-0.93,0.93,0,Lock,-1,-165.0,1,1,1,,,1,train,NO_EDGE,1
2021-06-12,Alexis Davis,Pannie Kianzad,Women's Bantamweight,3,43.89,43.89,Pannie Kianzad,66.95,-10.85,10.85,6,Max Value,-1,-240.0,1,1,1,,,1,train,NO_EDGE,1
2021-06-12,Joanne Calderwood,Lauren Murphy,Women's Flyweight,3,44.01,44.01,Lauren Murphy,43.57,12.42,12.42,6,Max Value,1,117.0,1,0,0,,,1,train,CONFIRM_DOG,1
2021-06-19,Casey O'Neill,Lara Procopio,Women's Flyweight,3,67.9,67.9,Casey O'Neill,40.49,27.41,27.41,6,Max Value,1,135.0,1,0,0,,,1,train,CONFIRM_DOG,0
2021-06-19,Virna Jandiroba,Kanako Murata,Women's Strawweight,3,51.18,51.18,Virna Jandiroba,55.22,-4.03,4.03,3,Watch,-1,-139.0,1,1,1,,,1,train,NO_EDGE,1
2021-06-26,Julija Stoliarenko,Julia Avila,Women's Bantamweight,3,33.72,33.72,Julia Avila,74.75,-8.47,8.47,5,Strong Value,-1,-375.0,1,1,1,,,1,train,NO_EDGE,1
2021-07-10,Irene Aldana,Yana Kunitskaya,Women's Bantamweight,3,56.76,56.76,Irene Aldana,49.15,7.61,7.61,4,Value,1,-107.0,1,1,1,,,1,train,CONFIRM_FAV,0
2021-07-10,Jessica Eye,Jennifer Maia,Women's Flyweight,3,41.48,41.48,Jennifer Maia,63.59,-5.07,5.07,4,Value,-1,-200.0,1,1,1,,,1,train,NO_EDGE,1
2021-07-17,Marion Reneau,Miesha Tate,Women's Bantamweight,3,24.58,24.58,Miesha Tate,62.11,13.31,13.31,6,Max Value,1,-180.0,1,1,1,,,1,train,CONFIRM_FAV,0
2021-07-17,Montserrat Conejo,Amanda Lemos,Women's Strawweight,3,34.34,34.34,Amanda Lemos,82.1,-16.44,16.44,6,Max Value,-1,-600.0,1,1,1,,,1,train,NO_EDGE,1
2021-07-24,Maycee Barber,Miranda Maverick,Women's Flyweight,3,68.63,68.63,Maycee Barber,41.18,27.45,27.45,6,Max Value,1,135.0,1,0,0,,,1,train,CONFIRM_DOG,1
2021-07-24,Diana Belbita,Hannah Goldy,Women's Strawweight,3,52.51,52.51,Diana Belbita,52.17,0.33,0.33,0,Lock,1,-120.0,1,1,1,,,1,train,CONFIRM_FAV,0
2021-07-24,Elise Reed,Sijara Eubanks,Women's Flyweight,3,36.51,36.51,Sijara Eubanks,76.72,-13.23,13.23,6,Max Value,-1,-410.0,1,1,1,,,1,train,NO_EDGE,1
2021-07-31,Ashley Yoder,Jinh Yu Frey,Women's Strawweight,3,50.43,50.43,Ashley Yoder,59.63,-9.2,9.2,5,Strong Value,-1,-160.0,1,1,1,,,0,train,NO_EDGE,1
2021-07-31,Cheyanne Buys,Gloria de Paula,Women's Strawweight,3,56.27,56.27,Cheyanne Buys,57.11,-0.84,0.84,0,Lock,-1,-145.0,1,1,1,,,1,train,NO_EDGE,0
2021-08-07,Tecia Torres,Angela Hill,Women's Strawweight,3,65.54,65.54,Tecia Torres,59.63,5.91,5.91,4,Value,1,-160.0,1,1,1,,,1,train,CONFIRM_FAV,0
2021-08-07,Jessica Penne,Karolina Kowalkiewicz,Women's Strawweight,3,46.92,46.92,Karolina Kowalkiewicz,57.11,-4.03,4.03,3,Watch,-1,-145.0,1,1,1,,,0,train,NO_EDGE,1
2021-08-07,Victoria Leonardo,Melissa Gatto,Women's Flyweight,3,33.04,33.04,Melissa Gatto,51.08,15.87,15.87,6,Max Value,1,-115.0,1,0,0,,,1,train,CONFIRM_DOG,0
2021-08-21,Josiane Nunes,Bea Malecki,Women's Bantamweight,3,53.61,53.61,Josiane Nunes,41.18,12.43,12.43,6,Max Value,1,135.0,1,0,0,,,1,train,CONFIRM_DOG,1
2021-08-28,Vanessa Demopoulos,JJ Aldrich,Women's Flyweight,3,21.53,21.53,JJ Aldrich,78.8,-0.34,0.34,0,Lock,-1,-475.0,1,1,1,,,1,train,NO_EDGE,1
2021-09-04,Molly McCann,Ji Yeon Kim,Women's Flyweight,3,71.53,71.53,Molly McCann,52.17,19.35,19.35,6,Max Value,1,-120.0,1,1,1,,,1,train,CONFIRM_FAV,0
2021-09-18,Emily Whitmire,Hannah Goldy,Women's Flyweight,3,43.13,43.13,Hannah Goldy,46.75,10.12,10.12,6,Max Value,1,105.0,1,0,0,,,1,train,CONFIRM_DOG,0
2021-09-18,Erin Blanchfield,Sarah Alpar,Women's Flyweight,3,84.69,84.69,Erin Blanchfield,77.76,6.93,6.93,4,Value,1,-435.0,1,1,1,,,1,train,CONFIRM_FAV,0
2021-09-18,Pannie Kianzad,Raquel Pennington,Women's Bantamweight,3,35.42,35.42,Raquel Pennington,55.26,9.32,9.32,5,Strong Value,1,-135.0,1,1,1,,,1,train,CONFIRM_FAV,0
2021-09-18,Ariane Lipski,Mandy Bohm,Women's Flyweight,3,61.73,61.73,Ariane Lipski,53.25,8.49,8.49,5,Strong Value,1,-125.0,1,1,1,,,1,train,CONFIRM_FAV,0
2021-09-25,Valentina Shevchenko,Lauren Murphy,Women's Flyweight,5,81.83,81.83,Valentina Shevchenko,89.35,-7.52,7.52,4,Value,-1,-1375.0,1,1,1,,,1,train,NO_EDGE,0
2021-09-25,Cynthia Calvillo,Jessica Andrade,Women's Flyweight,3,32.33,32.33,Jessica Andrade,65.81,1.86,1.86,1,Strong,1,-220.0,1,1,1,,,1,train,CONFIRM_FAV,1
2021-09-25,Roxanne Modafferi,Taila Santos,Women's Flyweight,3,11.22,11.22,Taila Santos,76.19,12.59,12.59,6,Max Value,1,-400.0,1,1,1,,,1,train,CONFIRM_FAV,0
2021-10-02,Karol Rosa,Bethe Correia,Women's Bantamweight,3,69.49,69.49,Karol Rosa,84.05,-14.56,14.56,6,Max Value,-1,-720.0,1,1,1,,,1,train,NO_EDGE,1
2021-10-02,Casey O'Neill,Antonina Shevchenko,Women's Flyweight,3,67.02000000000001,67.02000000000001,Casey O'Neill,69.58,-2.55,2.55,2,Lean,-1,-265.0,1,1,1,,,1,train,NO_EDGE,1
2021-10-02,Shanna Young,Stephanie Egger,Women's Bantamweight,3,36.04,36.04,Stephanie Egger,58.82,5.13,5.13,4,Value,1,-155.0,1,1,1,,,1,train,CONFIRM_FAV,1
2021-10-09,Silvana Gomez Juarez,Loopy Godinez,Women's Strawweight,3,20.040000000000006,20.040000000000006,Loopy Godinez,73.42,6.54,6.54,4,Value,1,-330.0,1,1,1,,,1,train,CONFIRM_FAV,1
2021-10-09,Sabina Mazo,Mariya Agapova,Women's Flyweight,3,40.41,40.41,Mariya Agapova,35.71,23.88,23.88,6,Max Value,1,170.0,1,0,0,,,1,train,CONFIRM_DOG,0
2021-10-09,Mackenzie Dern,Marina Rodriguez,Women's Strawweight,5,45.15,45.15,Marina Rodriguez,35.71,19.14,19.14,6,Max Value,1,170.0,1,0,0,,,1,train,CONFIRM_DOG,0
2021-10-16,Istela Nunes,Ariane Carnelossi,Women's Strawweight,3,33.57,33.57,Ariane Carnelossi,55.26,11.17,11.17,6,Max Value,1,-135.0,1,1,1,,,1,train,CONFIRM_FAV,0
2021-10-16,Mayra Bueno Silva,Manon Fiorot,Women's Flyweight,3,25.540000000000006,25.540000000000006,Manon Fiorot,72.73,1.74,1.74,1,Strong,1,-320.0,1,1,1,,,1,train,CONFIRM_FAV,1
2021-10-16,Luana Carolina,Loopy Godinez,Women's Flyweight,3,38.27,38.27,Loopy Godinez,65.81,-4.08,4.08,3,Watch,-1,-220.0,1,1,1,,,0,train,NO_EDGE,1
2021-10-16,Norma Dumont,Aspen Ladd,Women's Featherweight,5,57.96,57.96,Norma Dumont,43.8,14.17,14.17,6,Max Value,1,120.0,1,0,0,,,1,train,CONFIRM_DOG,1
2021-10-23,Joselyne Edwards,Jessica-Rose Clark,Women's Bantamweight,3,49.81,49.81,Jessica-Rose Clark,57.11,-6.92,6.92,4,Value,-1,-145.0,1,1,1,,,1,train,NO_EDGE,1
2021-10-23,Livinha Souza,Randa Markos,Women's Strawweight,3,39.84,39.84,Randa Markos,44.74,15.42,15.42,6,Max Value,1,115.0,1,0,0,,,1,train,CONFIRM_DOG,0
2021-10-23,Tabatha Ricci,Maria Oliveira,Women's Strawweight,3,70.06,70.06,Tabatha Ricci,69.58,0.48,0.48,0,Lock,1,-265.0,1,1,1,,,1,train,CONFIRM_FAV,0
2021-10-30,Amanda Ribas,Virna Jandiroba,Women's Strawweight,3,62.76,62.76,Amanda Ribas,60.4,2.36,2.36,2,Lean,1,-165.0,1,1,1,,,1,train,CONFIRM_FAV,0
2021-11-06,Zhang Weili,Rose Namajunas,Women's Strawweight,5,38.98,38.98,Rose Namajunas,47.83,13.2,13.2,6,Max Value,1,100.0,1,0,0,,,1,train,CONFIRM_DOG,1
2021-11-13,Cortney Casey,Liana Jojua,Women's Flyweight,3,60.37,60.37,Cortney Casey,74.89,-14.53,14.53,6,Max Value,-1,-365.0,1,1,1,,,1,train,NO_EDGE,0
2021-11-13,Cynthia Calvillo,Andrea Lee,Women's Flyweight,3,47.71,47.71,Andrea Lee,47.83,4.46,4.46,3,Watch,1,100.0,1,0,0,,,1,train,CONFIRM_DOG,0
2021-11-13,Felicia Spencer,Leah Letson,Women's Featherweight,3,52.21,52.21,Felicia Spencer,74.89,-22.68,22.68,6,Max Value,-1,-365.0,1,1,1,,,1,train,NO_EDGE,0
2021-11-20,Luana Pinheiro,Sam Hughes,Women's Strawweight,3,64.77,64.77,Luana Pinheiro,75.54,-10.76,10.76,6,Max Value,-1,-380.0,1,1,1,,,1,train,NO_EDGE,0
2021-11-20,Loopy Godinez,Loma Lookboonmee,Women's Strawweight,3,61.23,61.23,Loopy Godinez,57.98,3.25,3.25,3,Watch,1,-150.0,1,1,1,,,1,train,CONFIRM_FAV,1
2021-11-20,Taila Santos,Joanne Wood,Women's Flyweight,3,65.58,65.58,Taila Santos,77.27,-11.7,11.7,6,Max Value,-1,-425.0,1,1,1,,,1,train,NO_EDGE,1
2021-11-20,Miesha Tate,Ketlen Vieira,Women's Bantamweight,5,38.91,38.91,Ketlen Vieira,47.83,13.26,13.26,6,Max Value,1,100.0,1,0,0,,,1,train,CONFIRM_DOG,1
2021-12-04,Cheyanne Vlismas,Mallory Martin,Women's Strawweight,3,70.37,70.37,Cheyanne Vlismas,63.01,7.36,7.36,4,Value,1,-190.0,1,1,1,,,1,train,CONFIRM_FAV,0
2021-12-11,Priscila Cachoeira,Gillian Robertson,Women's Flyweight,3,18.930000000000007,18.930000000000007,Gillian Robertson,74.21,6.86,6.86,4,Value,1,-350.0,1,1,1,,,1,train,CONFIRM_FAV,1
2021-12-11,Erin Blanchfield,Miranda Maverick,Women's Flyweight,3,63.12,63.12,Erin Blanchfield,42.02,21.11,21.11,6,Max Value,1,130.0,1,0,0,,,1,train,CONFIRM_DOG,1
2021-12-11,Julianna Pena,Amanda Nunes,Women's Bantamweight,5,30.92,30.92,Amanda Nunes,88.02,-18.94,18.94,6,Max Value,-1,-1125.0,1,1,1,,,0,train,NO_EDGE,1
2021-12-18,Macy Chiasson,Raquel Pennington,Women's Featherweight,3,44.51,44.51,Raquel Pennington,55.26,0.23,0.23,0,Lock,1,-135.0,1,1,1,,,1,train,CONFIRM_FAV,1
2021-12-18,Sijara Eubanks,Melissa Gatto,Women's Flyweight,3,40.1,40.1,Melissa Gatto,39.6,20.3,20.3,6,Max Value,1,145.0,1,0,0,,,1,train,CONFIRM_DOG,0
2021-12-18,Amanda Lemos,Angela Hill,Women's Strawweight,3,69.35,69.35,Amanda Lemos,71.05,-1.7,1.7,1,Strong,-1,-290.0,1,1,1,,,1,train,NO_EDGE,0
2022-01-15,Jennifer Maia,Katlyn Chookagian,Women's Flyweight,3,31.75,31.75,Katlyn Chookagian,65.07,3.18,3.18,3,Watch,1,-210.0,1,1,1,,,1,train,CONFIRM_FAV,1
2022-01-22,Jasmine Jasudavicius,Kay Hansen,Women's Flyweight,3,62.26,62.26,Jasmine Jasudavicius,36.99,25.27,25.27,6,Max Value,1,160.0,1,0,0,,,1,train,CONFIRM_DOG,1
2022-01-22,Vanessa Demopoulos,Silvana Gomez Juarez,Women's Strawweight,3,59.73,59.73,Vanessa Demopoulos,57.45,2.29,2.29,2,Lean,1,-150.0,1,1,1,,,1,train,CONFIRM_FAV,1
2022-02-12,Casey O'Neill,Roxanne Modafferi,Women's Flyweight,3,85.92,85.92,Casey O'Neill,74.21,11.7,11.7,6,Max Value,1,-350.0,1,1,1,,,1,train,CONFIRM_FAV,1
2022-02-19,Gloria de Paula,Diana Belbita,Women's Strawweight,3,65.50999999999999,65.50999999999999,Gloria de Paula,46.75,18.76,18.76,6,Max Value,1,105.0,1,0,0,,,1,train,CONFIRM_DOG,1
2022-02-19,Stephanie Egger,Jessica-Rose Clark,Women's Bantamweight,3,59.59,59.59,Stephanie Egger,39.6,19.99,19.99,6,Max Value,1,145.0,1,0,0,,,1,train,CONFIRM_DOG,1
2022-02-26,Ramona Pascual,Josiane Nunes,Women's Featherweight,3,28.620000000000005,28.620000000000005,Josiane Nunes,71.91,-0.54,0.54,0,Lock,-1,-305.0,1,1,1,,,1,train,NO_EDGE,1
2022-02-26,Ji Yeon Kim,Priscila Cachoeira,Women's Flyweight,3,42.51,42.51,Priscila Cachoeira,37.89,19.6,19.6,6,Max Value,1,155.0,1,0,0,,,1,train,CONFIRM_DOG,0
2022-03-05,Maryna Moroz,Mariya Agapova,Women's Flyweight,3,51.17,51.17,Maryna Moroz,39.6,11.57,11.57,6,Max Value,1,145.0,1,0,0,,,1,train,CONFIRM_DOG,0
2022-03-05,Yan Xiaonan,Marina Rodriguez,Women's Strawweight,3,50.01,50.01,Yan Xiaonan,28.09,21.92,21.92,6,Max Value,1,240.0,1,0,0,,,0,train,CONFIRM_DOG,1
2022-03-12,Miranda Maverick,Sabina Mazo,Women's Flyweight,3,70.43,70.43,Miranda Maverick,74.89,-4.47,4.47,3,Watch,-1,-365.0,1,1,1,,,1,train,NO_EDGE,1
2022-03-12,JJ Aldrich,Gillian Robertson,Women's Flyweight,3,48.26,48.26,Gillian Robertson,52.17,-0.43,0.43,0,Lock,-1,-120.0,1,1,1,,,0,train,NO_EDGE,0
2022-03-19,Cory McKenna,Elise Reed,Women's Strawweight,3,52.99,52.99,Cory McKenna,71.53,-18.54,18.54,6,Max Value,-1,-300.0,1,1,1,,,0,train,NO_EDGE,0
2022-03-19,Molly McCann,Luana Carolina,Women's Flyweight,3,59.18,59.18,Molly McCann,56.2,2.97,2.97,2,Lean,1,-140.0,1,1,1,,,1,train,CONFIRM_FAV,0
2022-03-26,Joanne Wood,Alexa Grasso,Women's Flyweight,3,36.37,36.37,Alexa Grasso,71.91,-8.28,8.28,5,Strong Value,-1,-305.0,1,1,1,,,1,train,NO_EDGE,0
2022-03-26,Manon Fiorot,Jennifer Maia,Women's Flyweight,3,76.91,76.91,Manon Fiorot,79.88,-2.97,2.97,2,Lean,-1,-510.0,1,1,1,,,1,train,NO_EDGE,1
2022-03-26,Karol Rosa,Sara McMann,Women's Bantamweight,3,35.81,35.81,Sara McMann,29.88,34.31,34.31,6,Max Value,1,220.0,1,0,0,,,1,train,CONFIRM_DOG,1
2022-04-09,Mackenzie Dern,Tecia Torres,Women's Strawweight,3,52.62,52.62,Mackenzie Dern,53.25,-0.62,0.62,0,Lock,-1,-125.0,1,1,1,,,1,train,NO_EDGE,0
2022-04-09,Raquel Pennington,Aspen Ladd,Women's Bantamweight,3,60.81,60.81,Raquel Pennington,58.82,1.98,1.98,1,Strong,1,-155.0,1,1,1,,,1,train,CONFIRM_FAV,1
2022-04-09,Piera Rodriguez,Kay Hansen,Women's Strawweight,3,69.45,69.45,Piera Rodriguez,53.25,16.21,16.21,6,Max Value,1,-125.0,1,1,1,,,1,train,CONFIRM_FAV,0
